"","name","fcs.well","FSC-A","FSC-W","FSC-H","SSC-A","SSC-W","SSC-H","hA PE 582/15 561nm-A","CD21 PE-cy7 780/60 561nm-A","CD38 BV421 450/50 405nm-A","CD20 BV605 610/20 405nm-A","CD27 BV711 710/50 405nm-A","hA APC 670/30 640nm-A","DUMP APC-ef780 780/60 640nm-A","SA BUV395 379/28 355nm-A","CD19 BUV496_515-30 450/50 355nm-A","IgD BUV737 740/35 355nm-A","CD71 FITC 530/30 488nm-A","Time","XLoc","YLoc","day","sampleID","age.group","fcs.XLoc","fcs.YLoc","lib.name","lib.well"
"20","501T_d42_INX_501T_d42_001_017.fcs","A2",89998.078125,84482.046875,69815,40703.5,100502.765625,26542,3.6165005874601,2.45911484004857,1.14303186856037,2.46916669830195,1.86678064287315,3.28417828492896,0.870089795104092,1.15495306575772,2.41134824792779,2.88380026689056,1.21961294365095,1714,0,1,"42","501T","young",0,1,"lib190910","A4"
"21","501T_d42_INX_501T_d42_001_017.fcs","A3",85956.4765625,81382.9140625,69219,45413.9296875,99267.8046875,29982,3.93837446894267,2.63137686077572,1.62124717767557,2.33428967821326,2.02500293375642,3.30479523172427,1.17508464888262,0.386931413850655,2.15604713425686,0.711069524495241,1.43185723497673,3147.89990234375,0,2,"42","501T","young",0,2,"lib190910","A5"
"22","501T_d42_INX_501T_d42_001_017.fcs","A4",89498.875,82391.9140625,71189,34246.8203125,95628.4453125,23470,2.89625019627911,2.56631891025757,1.21867117707178,2.14914264370356,2.04100002020871,2.224927578026,1.29299228528579,1.02514706958865,2.12905069139284,0.751613464655426,1.7571425459764,5703.2998046875,0,3,"42","501T","young",0,3,"lib190910","A6"
"23","501T_d42_INX_501T_d42_001_017.fcs","B1",84302.3984375,78572.75,70315,35868.609375,80001.5390625,29383,2.8987637002483,3.24117309665503,1.81216467901908,2.64222777261074,0.246368257142687,2.20547142867107,1.36299348588018,1.06357222025823,2.14767241144166,2.88305043838746,1.46873137110556,9203.400390625,1,0,"42","501T","young",1,0,"lib190910","B3"
"24","501T_d42_INX_501T_d42_001_017.fcs","B2",71657.28125,78270.1640625,59999,24690.0703125,84113.34375,19237,3.00818793004037,3.22036858705453,1.953060961707,2.27612807933922,0.682717575298649,2.20932496271467,0.399971835298472,0.684243780769894,2.10438523153463,3.07456716140306,1.03556308331523,8882.2998046875,1,1,"42","501T","young",1,1,"lib190910","B4"
"25","501T_d42_INX_501T_d42_001_017.fcs","B3",89639.0390625,80771.390625,72731,33765.48828125,90560.8828125,24435,3.25888653461785,3.08765057170248,1.73387566162502,2.48585558075874,0.722881984222087,2.60472361456271,1.03844590992033,0.235606611540767,2.19752407631904,2.62855714263442,1.36427320852507,8370.7998046875,1,2,"42","501T","young",1,2,"lib190910","B5"
"26","501T_d42_INX_501T_d42_001_017.fcs","B4",100987.1953125,84370.78125,78443,36680.140625,98831.1328125,24323,3.18240070263892,2.99514255184259,0.805922180274393,2.69097732399368,2.36305881473407,2.36856278738969,0.606831488500734,0.974622938448973,2.33817547127873,3.05737502535182,1.38811942208937,7102.39990234375,1,3,"42","501T","young",1,3,"lib190910","B6"
"27","501T_d42_INX_501T_d42_001_017.fcs","C1",73591.6796875,79295.3984375,60822,26327.099609375,85389.1328125,20206,2.65397361557097,3.16841658169114,1.58078460153718,2.10277264585142,0.865454371418219,2.00149085639893,0.579140763142727,1.07300785644471,2.12028125788264,2.72177436923161,1.37703567313061,10799.7998046875,2,0,"42","501T","young",2,0,"lib190910","C3"
"28","501T_d42_INX_501T_d42_001_017.fcs","C2",80639.0390625,79566.9921875,66419,40466.0078125,90662.890625,29251,3.67822839260914,3.2878271519152,1.02620450370342,2.22951544378209,2.31704191772627,3.0371822626188,1.13260018427921,0.475809885307768,2.16924979353644,1.20561068162779,1.56182373470317,12483,2,1,"42","501T","young",2,1,"lib190910","C4"
"29","501T_d42_INX_501T_d42_001_017.fcs","C3",78207.359375,78570.6328125,65233,30135.830078125,81094.7578125,24354,2.92133685736503,3.35545167773937,1.62158171358561,2.37340409355228,0.536925314788088,2.18543195968775,0.726651592673167,0.372653821117504,2.11398751150391,2.90398316976462,1.35030161735982,16770.80078125,2,2,"42","501T","young",2,2,"lib190910","C5"
"30","501T_d42_INX_501T_d42_001_017.fcs","C4",73496.640625,78691,61210,25836.87890625,79357.25,21337,2.96219405446748,3.10015035827308,1.90366018460489,2.3953248273835,0.862164107545665,2.25443009619455,1.31025551641214,0.917377111279729,1.89104227611817,2.73753588215133,1.23285474882768,17477.900390625,2,3,"42","501T","young",2,3,"lib190910","C6"
"31","501T_d42_INX_501T_d42_001_017.fcs","D1",76630.078125,79770.453125,62956,33322.2578125,89423.3515625,24421,2.6882688540746,3.11609657963873,1.87693650772661,2.20053381720862,0.788667682575976,1.86714075515959,1.13186155987797,1.20992303750131,1.87242872845575,3.1033039702726,1.01811974444269,23569.400390625,3,0,"42","501T","young",3,0,"lib190910","D3"
"32","501T_d42_INX_501T_d42_001_017.fcs","D2",95536.3203125,84833.7265625,73804,42317.66796875,99652.5625,27830,2.64228625853307,2.48904629326709,2.89505068433457,2.56272050036291,0.870371622438982,1.96261924497081,1.32470799718369,1.17475311060134,2.19223083910882,2.36323820746157,1.62073857949715,21853.30078125,3,1,"42","501T","young",3,1,"lib190910","D4"
"33","501T_d42_INX_501T_d42_001_017.fcs","D3",77256,78910.40625,64162,30007.55859375,86336.6171875,22778,2.85254658597986,3.23942798542187,1.51728500503935,2.6441122681048,0.804897087174949,2.13668224793153,0.707724897786115,0.346656749602014,2.08011543781238,2.99145186477258,1.27931840601984,20848.69921875,3,2,"42","501T","young",3,2,"lib190910","D5"
"34","501T_d42_INX_501T_d42_001_017.fcs","D4",78747.8359375,79358.1328125,65032,28449.26953125,84697.75,22013,3.11033055652112,3.11416933034947,1.90686851605627,2.4786774658331,0.898712660296983,2.39869104027105,1.25229058340385,0.734236063052923,2.00799983022574,2.72839851123881,1.11276928462695,18925.400390625,3,3,"42","501T","young",3,3,"lib190910","D6"
"35","501T_d42_INX_501T_d42_001_017.fcs","E1",108931.1953125,87972.921875,81149,48966.12109375,95961.359375,33441,2.7632372705813,2.36857465965271,1.41585791022476,2.73812881542438,2.52493571975832,2.04768517830925,1.33904297321104,1.1390933776155,2.23135108052717,2.86159058146474,1.42446696435211,24046.30078125,4,0,"42","501T","young",4,0,"lib190910","E3"
