"","name","fcs.well","FSC-A","FSC-W","FSC-H","SSC-A","SSC-W","SSC-H","hA PE 582/15 561nm-A","CD21 PE-cy7 780/60 561nm-A","CD38 BV421 450/50 405nm-A","CD20 BV605 610/20 405nm-A","CD27 BV711 710/50 405nm-A","hA APC 670/30 640nm-A","DUMP APC-ef780 780/60 640nm-A","SA BUV395 379/28 355nm-A","CD19 BUV496_515-30 450/50 355nm-A","IgD BUV737 740/35 355nm-A","CD71 FITC 530/30 488nm-A","Time","XLoc","YLoc","day","sampleID","age.group","fcs.XLoc","fcs.YLoc","lib.name","lib.well"
"165","526W_d42_INX_526W_d42_001_024.fcs","F3",76515.8359375,79442.0546875,63122,27901.900390625,92943.9296875,19674,3.12635274445206,2.80174218526296,1.68437662683983,2.49764206313415,0.389334846349276,2.40680418472851,0.825853546308186,0.66721609356333,2.21981800573559,0.845146722992963,0.842797203802297,30711.599609375,5,2,"42","526W","old",5,2,"lib190910","F11"
"166","526W_d42_INX_526W_d42_001_024.fcs","F4",84003.8359375,82484.6796875,66743,32807.91015625,87623.25,24538,3.93795797313053,3.30991238389087,0.844661841171067,2.23158648265765,0.980596370607169,3.28231038742355,0.945569015224731,1.22876610224908,2.12324616159421,1.58626707738517,1.51319884086341,30069.30078125,5,3,"42","526W","old",5,3,"lib190910","F12"
"167","526W_d42_INX_526W_d42_001_024.fcs","G1",80330.875,80658.2578125,65270,31311.849609375,86300.5,23778,3.6604665690574,2.77040750695923,1.80499863067499,2.13248630411332,0.662421045530311,3.01929110633694,0.781057453718152,0.803529261989238,2.15084406167888,0.740298478321974,1.20178409634504,33399.30078125,6,0,"42","526W","old",6,0,"lib190910","G9"
"168","526W_d42_INX_526W_d42_001_024.fcs","G2",129879.359375,93423.046875,91110,57284.6171875,98169.671875,38242,2.83843712031693,3.33709563320756,1.67227682474703,2.82792547996613,2.05160063715066,2.22527961629681,1.19147528064815,1.07774042328521,2.40868412233525,2.26036585963387,1.64140191867865,33719.19921875,6,1,"42","526W","old",6,1,"lib190910","G10"
"169","526W_d42_INX_526W_d42_001_024.fcs","G3",132626.875,93264.03125,93196,67238.8828125,96219.5703125,45797,2.70506402553571,3.41121049298072,2.59894726061906,2.57682277068202,0.127663581885493,1.94384102324082,0.188295944399416,1.03935104372157,2.16553424897051,3.1773322865384,1.54182051413898,34484.69921875,6,2,"42","526W","old",6,2,"lib190910","G11"
"170","526W_d42_INX_526W_d42_001_024.fcs","G4",67409.28125,77700.4140625,56856,23440.388671875,84183.984375,18248,3.83506428027511,2.11837063879319,0.724193637139921,2.19908963982303,0.646133736162604,3.18033823977738,0.723358271532162,0.882354270186175,2.0331177514396,0.964861709378319,0.271980332027433,35172.8984375,6,3,"42","526W","old",6,3,"lib190910","G12"
"171","526W_d42_INX_526W_d42_001_024.fcs","H1",85895.0390625,82108.828125,68558,26958.2890625,95737.421875,18454,2.73588444230397,2.08043357616614,0.700895464631014,3.01995428781592,0.716877065840606,2.09256745559199,1.17113856866674,1.07633660832224,2.16375896712509,1.27121521834833,1.30110663643938,37089.3984375,7,0,"42","526W","old",7,0,"lib190910","H9"
"172","526W_d42_INX_526W_d42_001_024.fcs","H2",81521.28125,82485.3828125,64770,31409.638671875,91674.625,22454,3.24599263858545,3.17987550514063,0.783316118924623,2.31035230000206,1.94261043810461,2.58340198456527,0.72266486105993,0.576912452045894,2.02853864567169,0.93246970656573,1.23900095932176,36504.6015625,7,1,"42","526W","old",7,1,"lib190910","H10"
"173","526W_d42_INX_526W_d42_001_024.fcs","H3",74183.0390625,78339.3203125,62059,28479.75,92220.3984375,20239,2.70982415232306,3.0288356040965,1.29261844973537,2.04909956331374,0.646420670057563,2.1995255346489,0.74314158053553,0.656654603496608,1.75862227094213,2.22484327199503,0.560756798984075,36248.80078125,7,2,"42","526W","old",7,2,"lib190910","H11"
"174","526W_d42_INX_526W_d42_001_024.fcs","H4",97003.1953125,84602.5078125,75142,32077.66015625,94866.5,22160,3.21862407005672,2.9550939824376,0.951980108337684,2.09251484929175,2.15698711204091,2.5577584516196,0.99497025333663,1.19273256720754,2.26391010077636,0.853394510986156,1.4425004223924,35622.19921875,7,3,"42","526W","old",7,3,"lib190910","H12"
"175","526W_d42_INX_526W_d42_002_025.fcs","A1",112579.1953125,85759.6796875,86031,45001.1796875,80744.625,36525,3.33211842348411,1.73441983131832,0.965626898201273,2.57989691347882,1.30618578205381,2.70488411397975,1.15222258804975,0.618563094458862,2.02461177001814,0.358321702770913,1.99727505897748,38957.8984375,0,0,"42","526W","old",0,0,NA,NA
"176","526W_d42_INX_526W_d42_002_025.fcs","A2",88152.9609375,83016.3828125,69591,36851.58984375,88595.2265625,27260,3.01240645031535,2.71638810677461,1.3312123482755,2.0644152701817,1.35909559147854,2.38897505980505,0.812494224325447,1.21003097630053,2.28633721827347,0.861896197969043,1.3883673661267,39482,0,1,"42","526W","old",0,1,NA,NA
"177","526W_d42_INX_526W_d42_002_025.fcs","A3",106698.234375,84116.15625,83130,42318.9375,97535.2265625,28435,3.89815022483598,2.57739646503846,0.823511718109025,2.90664008819011,1.04076888008954,3.22843269955833,1.34025785387192,1.28343232395079,2.49427656426328,2.91062660880485,1.46531837428272,41591.6015625,0,2,"42","526W","old",0,2,NA,NA
"178","526W_d42_INX_526W_d42_002_025.fcs","B1",80919.359375,78659.296875,67419,38045.390625,81463.15625,30607,3.48561595836421,1.62530841315997,0.735926853740918,2.66829525261871,2.0635658782974,2.93906979500742,0.867825533840763,0.815959507153411,2.27468990316834,1.96581738966216,1.33011161138258,43230.80078125,1,0,"42","526W","old",1,0,NA,NA
"179","526W_d42_INX_526W_d42_002_025.fcs","B2",90821.7578125,81484.203125,73046,32762.189453125,94457.03125,22731,3.46939931467197,3.05664608066775,1.26777340992736,2.30518714777322,1.81857939051548,2.85453106632492,1.07015718286225,0.461136618088787,2.07349729111984,1.83940607273311,0.742595855441082,42430.6015625,1,1,"42","526W","old",1,1,NA,NA
"180","526W_d42_INX_526W_d42_002_025.fcs","B3",81216,79890.90625,66623,29429.708984375,93608.296875,20604,3.46876368099559,2.94767168894884,1.11361429992402,2.12819906867415,1.88762044928515,2.78648350505363,1.0153481152834,0.770862119126088,2.12597419571849,0.984738167828312,0.576583118786852,41958.3984375,1,2,"42","526W","old",1,2,NA,NA
"181","526W_d42_INX_526W_d42_002_025.fcs","C1",71674.5546875,78720.6953125,59670,24542.75,84698.984375,18990,2.75333501466969,3.0903914546143,1.73243943633079,2.32288052421706,0.283234710600137,2.09128600624887,0.715248619913584,0.486421863310625,2.10001968804469,2.57021989211717,1.04286354129735,44005.5,2,0,"42","526W","old",2,0,NA,NA
"182","526W_d42_INX_526W_d42_002_025.fcs","C2",86417.28125,81149.78125,69790,37529.76953125,99677.8515625,24675,3.15809589306487,2.8545676782924,1.34207686222635,2.44097921055386,1.63909032194655,2.56236296451428,1.38316248069704,1.01905491478984,2.46739195971024,0.504043342543882,1.11756670374312,45095.80078125,2,1,"42","526W","old",2,1,NA,NA
"183","526W_d42_INX_526W_d42_002_025.fcs","C3",97410.234375,87309.25,73118,42221.1484375,101836.71875,27171,2.7066153756292,3.74210151197879,1.09526893765888,2.57691943879599,2.39266399672856,1.95151344563759,0.208662088204755,0.497650549103592,1.96377059710452,2.56170813091449,1.66433751843448,45590.69921875,2,2,"42","526W","old",2,2,NA,NA
"184","526W_d42_INX_526W_d42_003_026.fcs","F1",91700.15625,82025.2421875,73266,37556.4375,84813.8828125,29020,2.67614297899319,2.32020300713276,1.00924284813969,2.68250597155885,1.71499946907737,2.07072348186431,1.10966039554899,0.904308687309982,2.23646714460325,0.61356164433082,1.12142637963917,47279.69921875,5,0,"42","526W","old",5,0,NA,NA
"185","526W_d42_INX_526W_d42_003_026.fcs","F2",71175.359375,77649.2890625,60072,27378.66015625,80166.5546875,22382,2.60275844964687,2.61790391322865,1.64301362779769,2.07329394705077,0.371042504787451,2.40265659361625,0.896048895075086,1.06721928623425,2.09350441075256,2.69427305827808,1.33090743444935,47626.19921875,5,1,"42","526W","old",5,1,NA,NA
"186","526W_d42_INX_526W_d42_003_026.fcs","G1",83498.875,82829.0234375,66066,33558.48046875,89123.015625,24677,2.69484086005367,2.21901193631086,0.866206475252354,2.49011515340214,1.45170340335705,2.12977808730641,0.969779746927845,0.584560029136092,2.03206171622094,0.519988810356887,1.94614189593658,49627.6015625,6,0,"42","526W","old",6,0,NA,NA
"187","526W_d42_INX_526W_d42_003_026.fcs","G2",82371.8359375,79968.015625,67506,29110.939453125,94180.5078125,20257,3.90814504929231,1.71207401877646,0.722518289121012,2.62704355089535,0.406529189970134,3.2668867468895,1.07406492314486,1.00735834527887,1.85209109241281,0.642274299898936,1.0054021298902,47933.5,6,1,"42","526W","old",6,1,NA,NA
"188","526W_d42_INX_526W_d42_003_026.fcs","H1",86165.7578125,81160.125,69578,23425.150390625,85080.3984375,18044,3.22107615411137,2.75160338284038,0.916677256956991,2.22333010403584,1.97637850049532,2.57201464447607,1.04827579976235,0.630359350939151,1.83385603110045,0.930728687401542,1.00308728432424,49970.1015625,7,0,"42","526W","old",7,0,NA,NA
"189","526W_d42_INX_526W_d42_003_026.fcs","H2",105651.8359375,85797.125,80702,40593.0078125,96422.734375,27590,3.18057706036699,1.43360824820549,1.13583265641823,2.71587254610144,2.22318653766719,2.54813129916723,1.32471885307163,1.21852755588951,2.42643770866199,1.03333419854999,1.83549062209915,50626.30078125,7,1,"42","526W","old",7,1,NA,NA
"190","536G_d0_INX_536G_d0_001_014.fcs","A1",57664.1796875,71830.6015625,52611,21324.958984375,67918.1875,20577,3.35494303687988,1.81729981496181,0.236954501947347,2.96905450551953,0.521732923453615,2.65645216762882,1.10569261114671,0.912883229342837,2.4385390225155,0.236359306249527,1.54134888775825,1513.80004882812,0,0,"0","536G","old",0,0,"lib190919","A1"
"191","536G_d0_INX_536G_d0_001_014.fcs","A2",50769.13671875,70367.9140625,47283,14945.87890625,66546.1796875,14719,2.99783373544649,0.956573931003142,0.705814236343307,2.63860788672787,0.471129446328487,2.97836649879973,1.16418794105257,0.0201686163926423,2.17477638714972,0.313435218847306,1.32156955662612,13809.900390625,0,1,"0","536G","old",0,1,"lib190919","A2"
"192","536G_d0_INX_536G_d0_001_014.fcs","B1",55552.9765625,72564.78125,50172,20290.099609375,70382.2578125,18893,3.00668608346764,2.89713864399084,1.04456253264109,2.25206195430699,1.62184073969651,2.25592716361091,0.757700609703983,0.231888016540903,2.09288884834876,0.865711754711258,1.04780800834447,18849,1,0,"0","536G","old",1,0,"lib190919","B1"
"193","536G_d0_INX_536G_d0_001_014.fcs","B2",57950.1171875,74732.265625,50819,22660.12890625,71136.9140625,20876,3.69112208148673,2.92732522203156,1.23283216060908,2.18266492227741,1.63966084037376,2.99300912011374,0.377371439398347,0.897001222333922,2.02329250945201,0.287294660587488,1.27008979665767,14659.2998046875,1,1,"0","536G","old",1,1,"lib190919","B2"
"194","536G_d0_INX_536G_d0_001_014.fcs","C1",48010.078125,70392.1640625,44698,12348.69921875,66405.546875,12187,2.8050252987662,2.94540704869788,1.38597332266064,2.20143209828557,0.578724667587449,2.0688803483516,0.532483019033415,0.391443841635399,1.86907306843961,2.74401110222395,1.24260271471218,26235.30078125,2,0,"0","536G","old",2,0,"lib190919","C1"
"195","536G_d0_INX_536G_d0_001_014.fcs","C2",46600.6796875,71653.6640625,42622,12630.1298828125,66703.859375,12409,3.23811539223336,2.9563128003759,1.51270586870594,2.00891191590067,0.0923389860657908,2.65867916834704,0.72229163021064,0.243414239269909,2.06753227458634,2.73490650551227,0.801619380616156,43839,2,1,"0","536G","old",2,1,"lib190919","C2"
"196","536G_d0_INX_536G_d0_001_014.fcs","D1",48388.23828125,70802.46875,44789,10962.7890625,66364.0546875,10826,3.08224368685279,2.64218908816469,1.11019034291755,2.24643389126608,0.517160668074724,2.36493575260115,0.706513231952467,0.959660948989134,1.70986872330917,2.60933485104597,1.37248495214423,96670.1015625,3,0,"0","536G","old",3,0,"lib190919","D1"
"197","536G_d0_INX_536G_d0_001_014.fcs","D2",57698.3984375,72770.9140625,51962,20158.529296875,70365.34375,18775,3.19637318575871,2.89451253001923,1.74201589896866,2.08144846383774,1.78570126286179,2.47843232988847,0.666675556087989,0.275008090268242,2.19167128501316,0.749730212113067,1.22830615947624,61989.1015625,3,1,"0","536G","old",3,1,"lib190919","D2"
"198","536G_d0_INX_536G_d0_001_014.fcs","E1",66221.5,75864.28125,57206,32224.619140625,71260.3828125,29636,3.5782282393435,2.92477850587244,1.36030266426467,2.44876762491689,1.99476094795194,2.93205622878816,0.474418961339836,0.82094623941036,2.17342601863137,0.866179217522567,1.57733490594108,97684.296875,4,0,"0","536G","old",4,0,"lib190919","E1"
"199","536G_d0_INX_536G_d0_001_014.fcs","E2",47609.296875,71143.1015625,43857,18143.08984375,68547.53125,17346,3.65694349706569,3.0129189747202,1.82276849631684,2.16143736235031,1.39307496206385,2.97389215767167,0.866465097421702,0.808046957801697,2.17320158156367,0.670845625957815,1.5123382375989,102650.6015625,4,1,"0","536G","old",4,1,"lib190919","E2"
"200","536G_d42_INX_536G_d42_001_016.fcs","A1",49810.3984375,72986.0546875,44726,16059.798828125,68804.015625,15297,2.91320076737375,2.91995702762621,1.86120389548829,2.43815686079759,0.392736932303016,2.16706467598638,0.826775602474012,0.737767472713321,2.25507258513094,0.773735230218925,1.36036711555343,6635.39990234375,0,0,"42","536G","old",0,0,"lib190919","A3"
"201","536G_d42_INX_536G_d42_001_016.fcs","A2",61830.8984375,74694.0078125,54250,25552.30859375,70640.1796875,23706,3.661930065028,2.18212933855653,0.892650090186001,2.76121016852765,0.884487496194496,2.97238150551006,1.20586618276073,1.08532627591392,2.75890090541236,0.362264386875228,1.59683209137023,9891.2001953125,0,1,"42","536G","old",0,1,"lib190919","A4"
"202","536G_d42_INX_536G_d42_001_016.fcs","A3",75298.5,74016.625,66671,30715.3984375,70118.578125,28708,3.09595952834304,2.53696983540362,1.25153233410236,2.63438045259993,2.41263657392779,2.36808986288723,1.01341978149519,1.24751656751871,2.46604695088644,0.359259066764565,1.92114901039699,11058.099609375,0,2,"42","536G","old",0,2,"lib190919","A5"
"203","536G_d42_INX_536G_d42_001_016.fcs","A4",60173.83984375,74640.4375,52834,23545.12890625,71713.2265625,21517,2.86476579798441,3.24381051725972,2.06554910822308,2.30857293798168,1.9642153118708,2.17209705503,0.971384131439644,1.37093536987881,2.16236272821784,0.885512672275423,1.4763944261056,12132.2998046875,0,3,"42","536G","old",0,3,"lib190919","A6"
"204","536G_d42_INX_536G_d42_001_016.fcs","B1",57839.91796875,71628.8125,52920,20028.728515625,68010.5078125,19300,3.82124448658223,2.06977070284551,1.0639408577158,2.67434424938773,0.986723114338388,3.04912716638642,0.799148407709638,0.85834838821598,2.28742609410807,0.922239604675488,1.67617951904352,24307.599609375,1,0,"42","536G","old",1,0,"lib190919","B3"
"205","536G_d42_INX_536G_d42_001_016.fcs","B2",73614.1796875,76925.4453125,62715,22457.759765625,68391.8046875,21520,3.28652605914355,1.04618691853635,3.40694473354681,0.429792896558871,2.39162542071756,2.5874719258428,0.638718746832658,0.612498859037695,1.99146946239454,0.173503445484465,2.46168296919496,18739.599609375,1,1,"42","536G","old",1,1,"lib190919","B4"
"206","536G_d42_INX_536G_d42_001_016.fcs","B3",60535.1796875,76269.4921875,52016,27479.837890625,73606.0234375,24467,3.27462885359278,1.19077952684688,0.607141780164772,2.86393632565781,-0.0237494757984515,2.60821661032126,1.15769825201061,1.01531370882404,2.4973339309517,0.606779881961144,1.53258341560674,17424.599609375,1,2,"42","536G","old",1,2,"lib190919","B5"
"207","536G_d42_INX_536G_d42_001_016.fcs","B4",101156.640625,82985.7734375,79886,36631.91796875,80312.7734375,29892,3.4002270591313,3.1460956657066,1.42975245824278,3.14149681791572,2.0823177591483,2.72022408184623,0.864092864379564,1.36406889355006,2.35632918064045,2.52653001364587,1.51381090813314,15393.099609375,1,3,"42","536G","old",1,3,"lib190919","B6"
"208","536G_d42_INX_536G_d42_001_016.fcs","C1",45379.77734375,72788.90625,40858,10296.08984375,68372.125,9869,3.27123667558023,2.77668592835504,1.10605359896443,1.84060991799192,0.675802257370783,2.50759328039655,0.98629315993402,0.75233937714521,1.97958891347959,2.50943171563417,0.667240497898162,25025.599609375,2,0,"42","536G","old",2,0,"lib190919","C3"
"209","536G_d42_INX_536G_d42_001_016.fcs","C2",47413.83984375,69945.1484375,44425,11800.58984375,66899.953125,11560,3.20927972278816,2.9899369270723,1.31484664333491,2.07345538552924,0.638610218319698,2.52097553807264,0.669473467867678,0.957879289503774,1.99060476421937,2.87306151266861,1.02571278278753,32379.80078125,2,1,"42","536G","old",2,1,"lib190919","C4"
"210","536G_d42_INX_536G_d42_001_016.fcs","C3",61246.2578125,73324.09375,54741,21491.33984375,70149.2421875,20078,3.40317682887272,2.78718803501918,1.13002293337692,2.41619796260305,1.99169089262434,2.66339418040472,1.09872502438709,1.25772495890929,2.12998908313729,0.151959712126359,1.75645170065321,36351.19921875,2,2,"42","536G","old",2,2,"lib190919","C5"
"211","536G_d42_INX_536G_d42_001_016.fcs","C4",56939.1796875,70883.03125,52644,16858.068359375,66271.3828125,16671,3.74937310029575,2.72315153932077,0.901101678029391,2.21127772048189,1.82838335959505,3.00041653926178,0.71809738283645,0.969654469974293,2.29554100017129,1.12368607060065,1.04216354126934,37654.30078125,2,3,"42","536G","old",2,3,"lib190919","C6"
"212","536G_d42_INX_536G_d42_001_016.fcs","D1",65002.91796875,74223.0390625,57395,30808.619140625,71886.421875,28087,3.12956167338102,3.25306521637868,2.07883834785277,2.52639985614013,1.99014825764544,2.42186996488891,0.969170652985577,1.29617075934715,2.26177141698182,0.555466630534759,1.42984538279581,46326.3984375,3,0,"42","536G","old",3,0,"lib190919","D3"
"213","536G_d42_INX_536G_d42_001_016.fcs","D2",47961.359375,72907.671875,43112,18626.888671875,67206.109375,18164,2.93505099270726,2.34229579708408,1.05339327448617,1.84997632252717,0.94722001710512,2.18667938380119,0.8946724665244,0.681136839871739,1.72158056792715,0.424283446076307,1.27531832666673,40847.3984375,3,1,"42","536G","old",3,1,"lib190919","D4"
"214","536G_d42_INX_536G_d42_001_016.fcs","D3",52702.27734375,72979.40625,47327,19956.158203125,69518.2421875,18813,3.62762148497069,3.16743068077545,1.89626225095559,2.30129737239101,0.881559046551499,3.09713922257711,0.794342435634591,1.15551252316176,2.20756047670129,0.591186364733343,1.20393254561017,39674.6015625,3,2,"42","536G","old",3,2,"lib190919","D5"
"215","536G_d42_INX_536G_d42_001_016.fcs","D4",67981.796875,74071.546875,60148,27962.458984375,71205.6171875,25736,2.81590244860407,2.22539848244353,1.03638470753943,2.69254478787646,1.12392183930549,2.16835426880158,1.00294034168418,1.31969091443519,2.69884707034748,0.746899993583302,1.74977971672705,37973.8984375,3,3,"42","536G","old",3,3,"lib190919","D6"
"216","536G_d42_INX_536G_d42_001_016.fcs","E1",62334.33984375,71919,56802,19985.658203125,70173.0625,18665,2.96515094435641,2.34423801929543,1.06215752163877,2.836435558292,0.522982439868639,2.33551302845334,1.09487539835736,1.13262904228216,2.73916065515578,0.388624702754237,1.48285021192397,46975.80078125,4,0,"42","536G","old",4,0,"lib190919","E3"
"217","536G_d42_INX_536G_d42_001_016.fcs","E2",56652.66015625,71761.3515625,51738,18510.658203125,67545.3515625,17960,3.33979897130755,2.86412120559385,1.21005219115998,2.05137736066551,1.85426029576153,2.61939861070939,0.777534680862077,0.914582303440845,1.94266360775054,0.646907446260115,1.41073421712193,64377.6015625,4,1,"42","536G","old",4,1,"lib190919","E4"
"218","536G_d42_INX_536G_d42_001_016.fcs","E3",55342.4375,71914.2265625,50434,19603.9296875,68320.296875,18805,3.37357592511335,2.99090109411386,1.20902309747529,1.91787474168727,1.98009561709937,2.6363010330696,1.11674991149709,1.27502000261057,2.24496217936937,0.298396522676612,1.32216516688072,64629.1015625,4,2,"42","536G","old",4,2,"lib190919","E5"
"219","536G_d42_INX_536G_d42_001_016.fcs","E4",46282.2578125,74618.171875,40649,25450.828125,69782.6796875,23902,3.31179725730426,2.8665087801245,2.20021176409775,2.1814761783368,0.325219445485714,3.2989043429569,0.773654926166285,0.821389466718824,1.89303757418078,2.77353886598052,0.741446036551465,65856.703125,4,3,"42","536G","old",4,3,"lib190919","E6"
"220","536G_d42_INX_536G_d42_001_016.fcs","F1",61640.66015625,73692.6328125,54818,18849.908203125,69471.8046875,17782,2.75299068014969,1.45369729492254,0.981198180557174,2.87778206387806,0.491236382081594,2.17648795369833,1.32353471529644,1.19610039715518,2.58827996433606,0.762861031728406,1.45913235376253,134069,5,0,"42","536G","old",5,0,"lib190919","F3"
"221","536G_d42_INX_536G_d42_001_016.fcs","F2",64725.09765625,72909.8828125,58179,25956.458984375,69225.6796875,24573,3.61728337218113,3.05407874435407,1.16783830340225,2.19026867564894,2.40489451287566,3.63103289800871,1.4850063897136,1.23525033242073,2.37789999160151,-0.0808506399284993,1.63583875826668,113313.203125,5,1,"42","536G","old",5,1,"lib190919","F4"
"222","536G_d42_INX_536G_d42_001_016.fcs","F3",58053.359375,71715.609375,53051,18143.6796875,68380.2578125,17389,2.9781128807147,1.7911639647479,0.784727791376426,2.03579319093431,2.0504090332059,2.21807545497274,1.10489508471783,1.18874236319211,2.22882780731421,0.262793373293888,1.40942234307753,92878,5,2,"42","536G","old",5,2,"lib190919","F5"
"223","536G_d42_INX_536G_d42_001_016.fcs","F4",43282.5,70901.6484375,40007,13511.58984375,66493.6171875,13317,3.26445127489071,2.74559682121672,0.942329324066104,2.24353808568762,1.54951701702043,2.51118753101278,1.06485831005644,0.914477942465314,2.1792405795666,0.454512292988005,1.1620798232318,89259.3984375,5,3,"42","536G","old",5,3,"lib190919","F6"
"224","536G_d42_INX_536G_d42_001_016.fcs","G1",44229.05859375,72624.6640625,39912,21057.099609375,70296.890625,19631,3.39580116048445,2.74131797329959,1.31897808143008,1.80231948862634,1.84020548675234,2.67604735782001,0.667657856397776,1.24513988382042,1.85512774324944,0.655765266120726,1.51355401401428,148083.203125,6,0,"42","536G","old",6,0,"lib190919","G3"
"225","536G_d42_INX_536G_d42_001_016.fcs","G2",58322.4765625,72700.375,52575,16691.689453125,69243.359375,15798,4.00651120034477,3.11178877638258,0.938024795695251,2.88174653680979,0.988962976025575,3.26697012352072,1.20761460979638,1.32665869772931,2.35727694665153,2.97301999777774,1.27435046938431,150040.90625,6,1,"42","536G","old",6,1,"lib190919","G4"
"226","536G_d42_INX_536G_d42_002_017.fcs","G3",75928.9609375,80641.7578125,61706,43734.33984375,71115.640625,40303,3.53310165531349,3.16530956215824,2.01017316515542,3.3714374647042,0.471136943137787,2.92675954798263,0.844907334435656,1.12658329539034,2.89441296094936,2.78104972756286,2.0579222003426,155488.40625,6,2,"42","536G","old",6,2,"lib190919","G5"
"227","536G_d42_INX_536G_d42_002_017.fcs","G4",49835.33984375,74112.9453125,44068,18750.19921875,68025.5234375,18064,3.0199630159076,2.97790562299362,1.77830121516018,2.26454998920561,0.566991017337584,2.36881341005381,0.611523289829248,0.550663929179007,2.28201791668742,1.08599753579134,1.52592659494065,155711.40625,6,3,"42","536G","old",6,3,"lib190919","G6"
"228","536G_d42_INX_536G_d42_002_017.fcs","H1",53036.359375,70895.4375,49027,15879.259765625,68070.59375,15288,3.51707741028287,3.16283319297017,2.02494769883534,2.43942973675643,0.536722769526789,2.74710450403876,0.63606246204561,0.572697104372732,1.90883793402639,2.60167497795212,1.30129120107233,159531.59375,7,0,"42","536G","old",7,0,"lib190919","H3"
"229","536G_d42_INX_536G_d42_002_017.fcs","H2",73113.0546875,77367.7109375,61932,37940.5390625,71565.4765625,34744,3.42992649904771,3.18882156992442,1.42447861149876,2.05279502617387,1.72775430278748,2.74021687846874,0.803126684593425,1.20474936607496,1.80339582800823,0.616982034726584,1.60886188698195,159200.09375,7,1,"42","536G","old",7,1,"lib190919","H4"
"230","536G_d42_INX_536G_d42_002_017.fcs","H3",112678.9140625,95596.28125,77247,33060.05859375,92059.6640625,23535,3.72213022042266,2.92795485965011,1.15972714945699,3.00972056542865,1.68166916500893,2.9895775988252,1.29315046543389,1.33098728743612,2.56672225923921,2.82752054554295,1.6325839170958,157456.703125,7,2,"42","536G","old",7,2,"lib190919","H5"
"231","536G_d42_INX_536G_d42_002_017.fcs","H4",58262.73828125,74525.359375,51235,18910.08984375,69494.28125,17833,4.03559988034084,2.30883027783989,0.690371070001093,2.77454181279967,0.418361078388877,3.35621796540648,0.298225102428606,0.493909086767823,2.63155868589925,0.788274481270927,1.32322823322358,157180.203125,7,3,"42","536G","old",7,3,"lib190919","H6"
"232","541M_d0_INX_541M_d0_001_014.fcs","A1",65011.0390625,73919.359375,57638,23057.19921875,69950.78125,21602,3.16212328653788,1.52635597340691,0.779058847450448,2.94003525797189,-0.362495684149345,2.71751302387855,0.787183014622096,1.13150471147781,2.50687501949888,0.100329543639242,1.00180233797929,12888.7001953125,0,0,"0","541M","old",0,0,"lib190920","A1"
"233","541M_d0_INX_541M_d0_001_014.fcs","A2",50610.21875,73069.953125,45392,14440.2490234375,68393.15625,13837,3.32411276791506,2.73847687956134,0.685060681344933,2.21290216225925,0.708018313314383,2.91915312580455,0.814183581261571,0.448444976564059,2.1540054836924,0.584624655424098,1.01941315374179,13564,0,1,"0","541M","old",0,1,"lib190920","A2"
"234","541M_d0_INX_541M_d0_001_014.fcs","B1",66911.6953125,75643.4296875,57971,29200.869140625,71981.8046875,26586,2.82784265592317,1.27643979954313,0.858273456422794,2.82263329033597,0.986949071538228,2.29687611402848,1.0383662733909,0.871175324742687,2.42789337814778,0.146246482295379,1.45403700495848,39444.19921875,1,0,"0","541M","old",1,0,"lib190920","B1"
"235","541M_d0_INX_541M_d0_001_014.fcs","B2",93097.5390625,76854.3984375,79387,36839.0078125,68542.75,35223,3.10377997692771,2.92763441771371,1.14124345206006,2.85516336488934,1.23805383584068,2.83422739364665,0.531627464287328,0.796506150273241,2.57567407686948,1.63805322290654,1.56287512084174,16563.30078125,1,1,"0","541M","old",1,1,"lib190920","B2"
"236","541M_d0_INX_541M_d0_001_014.fcs","C1",68752.0390625,73642.3515625,61184,28053.908203125,70805.703125,25966,2.71291149016013,1.17930727902386,0.758470521876946,2.9034054677519,-0.299273800429022,2.28198466735962,1.11404552276537,1.16832084092552,2.67715042458795,0.469305544821808,1.91655712596867,43166.6015625,2,0,"0","541M","old",2,0,"lib190920","C1"
"237","541M_d0_INX_541M_d0_001_014.fcs","C2",59568.31640625,72160.2421875,54100,18751.96875,69671.1328125,17639,3.30489862032581,3.1820221593576,1.38005861764867,2.3334753757715,1.86606463581941,2.63847751309832,0.442057929328297,0.795491263129465,2.27005914331091,0.374906755892429,1.14088301174398,47539.5,2,1,"0","541M","old",2,1,"lib190920","C2"
"238","541M_d0_INX_541M_d0_001_014.fcs","D1",62091.31640625,71767.484375,56700,15475.69921875,66553.9375,15239,2.71331260076672,0.880703372005262,0.40741511947602,2.90197662498225,-0.00709688453868088,2.14073636486175,0.879598543535449,0.647205816319748,2.39524743474923,0.527070142830747,1.06370312299522,51376.69921875,3,0,"0","541M","old",3,0,"lib190920","D1"
"239","541M_d0_INX_541M_d0_001_014.fcs","D2",62003.73828125,73358.546875,55392,23315.029296875,68973.671875,22153,3.13586480142912,1.32162382487102,0.645180337080909,2.73506532121154,-0.0416166903010133,2.59468708976569,0.684275260376781,0.291156588461821,2.55734650221053,0.404595356825409,1.22057591786801,50172.8984375,3,1,"0","541M","old",3,1,"lib190920","D2"
